system:index,Kab_Kota,Provinsi,Status,Status Koo,nama_sekol,npsn,.geo
000000000000000048f4,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMK AMEC,20268755,"{""type"":""Point"",""coordinates"":[106.73223125888882,-6.36224538305658]}"
000000000000000048f5,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS ISLAM ARIDHO,20254087,"{""type"":""Point"",""coordinates"":[106.83610155882779,-6.445898118819224]}"
000000000000000048f6,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS WIRANIAGA,20268580,"{""type"":""Point"",""coordinates"":[106.79197875390395,-6.399385235730729]}"
000000000000000048f7,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS BROADCAST CAKRA BUANA,20232536,"{""type"":""Point"",""coordinates"":[106.80346093911658,-6.395715395563744]}"
000000000000000048f8,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMK PUSPITA,69824828,"{""type"":""Point"",""coordinates"":[106.75844631398202,-6.429671450085734]}"
000000000000000048f9,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS BINA TAQWA,20271609,"{""type"":""Point"",""coordinates"":[106.86270009661159,-6.378200046625809]}"
000000000000000048fa,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS EKONOMIKA,20223816,"{""type"":""Point"",""coordinates"":[106.79044482314156,-6.37908294863439]}"
000000000000000048fb,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS INDONESIA GLOBAL,20254088,"{""type"":""Point"",""coordinates"":[106.74300444703394,-6.36703445758798]}"
000000000000000048fc,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS ARJUNA,20229198,"{""type"":""Point"",""coordinates"":[106.79737426617861,-6.41575459569793]}"
000000000000000048fd,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS MEILIA MEDIKA,69757450,"{""type"":""Point"",""coordinates"":[106.79049833235419,-6.336498533573982]}"
000000000000000048fe,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS LINGGA KENCANA DEPOK,20229215,"{""type"":""Point"",""coordinates"":[106.7729517697089,-6.39433753333823]}"
000000000000000048ff,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS KESUMA BANGSA 2 DEPOK,20229213,"{""type"":""Point"",""coordinates"":[106.8082009635364,-6.377499967760418]}"
00000000000000004900,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS WISATA HARMAS,69753313,"{""type"":""Point"",""coordinates"":[106.81419845445328,-6.379198885261779]}"
00000000000000004901,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS KESUMA BANGSA 1 DEPOK,20229212,"{""type"":""Point"",""coordinates"":[106.8084016230838,-6.377401867537242]}"
00000000000000004902,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKN 3 DEPOK,20276188,"{""type"":""Point"",""coordinates"":[106.82189932197255,-6.430001423563689]}"
00000000000000004903,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS SETIA KARYA DEPOK,20229230,"{""type"":""Point"",""coordinates"":[106.85219891363074,-6.411001193974957]}"
00000000000000004904,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS INSAN AQILAH 3,69786395,"{""type"":""Point"",""coordinates"":[106.76044399125396,-6.398823388997997]}"
00000000000000004905,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKN 1 DEPOK,20229219,"{""type"":""Point"",""coordinates"":[106.88370246257332,-6.439918464306552]}"
00000000000000004906,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS BINA MANDIRI,20268871,"{""type"":""Point"",""coordinates"":[106.77084707401167,-6.431009180401768]}"
00000000000000004907,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS DARUL ULUM,20253253,"{""type"":""Point"",""coordinates"":[106.74163996211159,-6.418287365096288]}"
00000000000000004908,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS GANESA SATRIA 1 DEPOK,20229206,"{""type"":""Point"",""coordinates"":[106.8434278618586,-6.396468983641776]}"
00000000000000004909,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS FAJAR DEPOK,20229204,"{""type"":""Point"",""coordinates"":[106.80499932898,-6.3955994589363545]}"
0000000000000000490a,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS KHARISMAWITA 4 DEPOK,20252194,"{""type"":""Point"",""coordinates"":[106.74510468363012,-6.364952057396021]}"
0000000000000000490b,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS ISLAM PLUS YAPIA,20276182,"{""type"":""Point"",""coordinates"":[106.85739822545904,-6.3580984190768755]}"
0000000000000000490c,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS BINA RAHAYU,20252955,"{""type"":""Point"",""coordinates"":[106.75569950773311,-6.408602197608203]}"
0000000000000000490d,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS YAPAN INDONESIA DEPOK,20223813,"{""type"":""Point"",""coordinates"":[106.76952272099878,-6.403603545327291]}"
0000000000000000490e,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS AL HASRA,20229193,"{""type"":""Point"",""coordinates"":[106.74530534317752,-6.391207244398711]}"
0000000000000000490f,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS BINA MULIA,20232534,"{""type"":""Point"",""coordinates"":[106.78470150098471,-6.426300369689329]}"
00000000000000004910,Kota Depok,Prov. Jawa Barat,SMK,Benar,"SMK BUDI UTOMO 1, KOTA DEPOK",20229200,"{""type"":""Point"",""coordinates"":[106.85400039045633,-6.393298562792777]}"
00000000000000004911,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS MADYA DEPOK,20232543,"{""type"":""Point"",""coordinates"":[106.90420095011602,-6.409101616926188]}"
00000000000000004912,Kota Depok,Prov. Jawa Barat,SMK,Benar,"SMK CAKRA NUSANTARA, KOTA DEPOK",20271540,"{""type"":""Point"",""coordinates"":[106.7852009203027,-6.368702161381968]}"
00000000000000004913,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS PURNAMA 2 DEPOK,20229228,"{""type"":""Point"",""coordinates"":[106.84674543304236,-6.381374926575862]}"
00000000000000004914,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS ISLAM NURUL HAYAT,20244771,"{""type"":""Point"",""coordinates"":[106.7990241335684,-6.440676511485638]}"
00000000000000004915,Kota Depok,Prov. Jawa Barat,SMK,Benar,SMKS AL HIDAYAH DEPOK,20229191,"{""type"":""Point"",""coordinates"":[106.78385427178456,-6.336110591782333]}"
00000000000000004916,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKN 1 SUKABUMI,20221568,"{""type"":""Point"",""coordinates"":[106.9305988283524,-6.905698323945296]}"
00000000000000004917,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS PGRI 1 SUKABUMI,20221574,"{""type"":""Point"",""coordinates"":[106.92679967425487,-6.93569915583288]}"
00000000000000004918,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS PERSADA,69757214,"{""type"":""Point"",""coordinates"":[106.95289879272069,-6.905399564174714]}"
00000000000000004919,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS PASIM PLUS SUKABUMI,20270889,"{""type"":""Point"",""coordinates"":[106.92390125857013,-6.9189998223877245]}"
0000000000000000491a,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS MUHAMMADIYAH 1 SUKABUMI,20221566,"{""type"":""Point"",""coordinates"":[106.93520062063958,-6.918000983751753]}"
0000000000000000491b,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS PASUNDAN 1 SUKABUMI,20229796,"{""type"":""Point"",""coordinates"":[106.92309862038051,-6.923998474668638]}"
0000000000000000491c,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMK IT AL-FATH,69921197,"{""type"":""Point"",""coordinates"":[106.94544317575934,-6.915147159077547]}"
0000000000000000491d,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS KESEHATAN TUNAS MADANI,69757213,"{""type"":""Point"",""coordinates"":[106.87759795323116,-6.963501650901114]}"
0000000000000000491e,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS IT MADANI,69754839,"{""type"":""Point"",""coordinates"":[106.94430164588965,-6.966101306815274]}"
0000000000000000491f,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKN 4 SUKABUMI,20253907,"{""type"":""Point"",""coordinates"":[106.90770134444297,-6.9610000952101325]}"
00000000000000004920,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS SILIWANGI SUKABUMI,20221616,"{""type"":""Point"",""coordinates"":[106.91769864900479,-6.904101965768163]}"
00000000000000004921,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS KOMPUTER ABDI BANGSA SUKABUMI,20254980,"{""type"":""Point"",""coordinates"":[106.91609783172662,-6.926598130582797]}"
00000000000000004922,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS ISLAM PENGUJI SUKABUMI,20221573,"{""type"":""Point"",""coordinates"":[106.90754527590609,-6.917448055221126]}"
00000000000000004923,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS BINA SATYA MANDIRI,69757152,"{""type"":""Point"",""coordinates"":[106.90219881374303,-6.958601098843378]}"
00000000000000004924,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMK MUTIARA CENDEKIA,69894099,"{""type"":""Point"",""coordinates"":[106.92250110083936,-6.945500259948354]}"
00000000000000004925,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS PLUS BINA TEKNIK YLPI SUKABUMI,20221595,"{""type"":""Point"",""coordinates"":[106.90260013283783,-6.968000883864041]}"
00000000000000004926,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS PLUS AN-NABA,20280579,"{""type"":""Point"",""coordinates"":[106.92270176038676,-6.946200338813744]}"
00000000000000004927,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMK IT AMAL ISLAMI,69899673,"{""type"":""Point"",""coordinates"":[106.91850128719442,-6.9530985681434245]}"
00000000000000004928,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS TAMANSISWA SUKABUMI,20221617,"{""type"":""Point"",""coordinates"":[106.92980064926385,-6.933099499918721]}"
00000000000000004929,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS GEMA ISTIQOMAH,69757154,"{""type"":""Point"",""coordinates"":[106.91170115808791,-6.949000654275308]}"
0000000000000000492a,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS TERPADU IBADURRAHMAN,20265663,"{""type"":""Point"",""coordinates"":[106.90849952353153,-6.9610981954333075]}"
0000000000000000492b,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS PASUNDAN 2 SUKABUMI,20221571,"{""type"":""Point"",""coordinates"":[106.92320117970476,-6.923699714898056]}"
0000000000000000492c,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS YASPI SYAMSUL ULUM SUKABUMI,20221618,"{""type"":""Point"",""coordinates"":[106.9169985701394,-6.916899585791551]}"
0000000000000000492d,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS PELITA YNH SUKABUMI,20221572,"{""type"":""Point"",""coordinates"":[106.93560193973438,-6.926999449677607]}"
0000000000000000492e,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKN 2 SUKABUMI,20221569,"{""type"":""Point"",""coordinates"":[106.92639835516006,-6.934900976744313]}"
0000000000000000492f,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS PRIORITY,69757153,"{""type"":""Point"",""coordinates"":[106.92289796083311,-6.919401141482535]}"
00000000000000004930,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS ULUL ALBAB SUKABUMI,20253909,"{""type"":""Point"",""coordinates"":[106.91419825467784,-6.900998431434963]}"
00000000000000004931,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKS TEKNOLOGI PLUS PADJADJARAN SUKABUMI,20221596,"{""type"":""Point"",""coordinates"":[106.9033983119264,-6.916600826020971]}"
00000000000000004932,Kota Sukabumi,Prov. Jawa Barat,SMK,Benar,SMKN 3 SUKABUMI,20221570,"{""type"":""Point"",""coordinates"":[106.930398168805,-6.904998245079905]}"
00000000000000004933,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK ISLAM KAWALU,20270554,"{""type"":""Point"",""coordinates"":[108.21910066875613,-7.365601088395595]}"
00000000000000004934,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK MJPS 1 TASIKMALAYA,20224518,"{""type"":""Point"",""coordinates"":[108.21689787283574,-7.306598263256403]}"
00000000000000004935,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK AL ITTIHAD MABDAUL ULUM,20276108,"{""type"":""Point"",""coordinates"":[108.22560203809205,-7.374898314092031]}"
00000000000000004936,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS GALUNGGUNG TASIKMALAYA,20224522,"{""type"":""Point"",""coordinates"":[108.21300061851501,-7.3442018624401095]}"
00000000000000004937,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS ANGKASA TASIKMALAYA,20224516,"{""type"":""Point"",""coordinates"":[108.23799833902063,-7.336599095143984]}"
00000000000000004938,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK PERJUANGAN,69896728,"{""type"":""Point"",""coordinates"":[108.24114646436436,-7.411806293511404]}"
00000000000000004939,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK MJPS 2 KOTA TASIKMALAYA,20224503,"{""type"":""Point"",""coordinates"":[108.21659911306514,-7.30629950348582]}"
0000000000000000493a,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKN 4 TASIKMALAYA,20276063,"{""type"":""Point"",""coordinates"":[108.25410015292464,-7.329999625584884]}"
0000000000000000493b,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS NU TASIKMALAYA,20253319,"{""type"":""Point"",""coordinates"":[108.21020030305347,-7.324198335114351]}"
0000000000000000493c,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK AL BASITH,69895563,"{""type"":""Point"",""coordinates"":[108.28150132889806,-7.351501410864602]}"
0000000000000000493d,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS TI DADAHA INFORMATIKA,20224595,"{""type"":""Point"",""coordinates"":[108.21180112033166,-7.334802077419448]}"
0000000000000000493e,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK DCI TASIKMALAYA,20224524,"{""type"":""Point"",""coordinates"":[108.20039919893797,-7.321299919429611]}"
0000000000000000493f,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS BPI BATUROMPE,20224525,"{""type"":""Point"",""coordinates"":[108.19440170802109,-7.358198980646877]}"
00000000000000004940,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK Global Pasanggrahan,69940436,"{""type"":""Point"",""coordinates"":[108.17120100524001,-7.323698915796365]}"
00000000000000004941,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK AL IKHWAN,20267946,"{""type"":""Point"",""coordinates"":[108.2571011279336,-7.3494011742684275]}"
00000000000000004942,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS PASUNDAN 2 KOTA TASIKMALAYA,20269597,"{""type"":""Point"",""coordinates"":[108.20059985848539,-7.302500349388282]}"
00000000000000004943,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK AL MUJAHID,20268808,"{""type"":""Point"",""coordinates"":[108.25019843950287,-7.3689989233983235]}"
00000000000000004944,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS BINA PUTERA NUSANTARA TASIKMALAYA,20224523,"{""type"":""Point"",""coordinates"":[108.19980167939681,-7.30299976870627]}"
00000000000000004945,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK AL KHOERIYAH,20224515,"{""type"":""Point"",""coordinates"":[108.27459864046733,-7.355701884056948]}"
00000000000000004946,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS BHAKTI KENCANA TASIKMALAYA,20224521,"{""type"":""Point"",""coordinates"":[108.20459967213033,-7.305701983944656]}"
00000000000000004947,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK BUSTANUL ULUM,20268813,"{""type"":""Point"",""coordinates"":[108.24449970835656,-7.386398335708867]}"
00000000000000004948,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK MABDAUL ULUM,20271009,"{""type"":""Point"",""coordinates"":[108.17820179389392,-7.317300105784672]}"
00000000000000004949,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS SATYA BHAKTI,20271907,"{""type"":""Point"",""coordinates"":[108.24390218881541,-7.382897941381913]}"
0000000000000000494a,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK TERPADU AL URWATUL WUSTHA,69900162,"{""type"":""Point"",""coordinates"":[108.19040189437617,-7.347501597219659]}"
0000000000000000494b,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK BINA PUTRA MANDIRI,69857713,"{""type"":""Point"",""coordinates"":[108.23040003082558,-7.386202135262516]}"
0000000000000000494c,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK TRI KARYA HUSADA,20269445,"{""type"":""Point"",""coordinates"":[108.21709853238315,-7.339898829923534]}"
0000000000000000494d,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS MUHAMMADIYAH TASIKMALAYA,20224553,"{""type"":""Point"",""coordinates"":[108.22369800194224,-7.3321979624042335]}"
0000000000000000494e,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS SUKAPURA,20247288,"{""type"":""Point"",""coordinates"":[108.20690056827391,-7.307998420987182]}"
0000000000000000494f,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS MJPS 3 TASIKMALAYA,20224517,"{""type"":""Point"",""coordinates"":[108.2357019019781,-7.377301769559836]}"
00000000000000004950,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK Arrohmah Dadaha,69895361,"{""type"":""Point"",""coordinates"":[108.22339924217167,-7.3372991740093765]}"
00000000000000004951,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS PERIWATAS TASIKMALAYA,20224597,"{""type"":""Point"",""coordinates"":[108.22700219582283,-7.326200471487347]}"
00000000000000004952,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS YAPSIPA TASIKMALAYA,20224594,"{""type"":""Point"",""coordinates"":[108.21740175125478,-7.349499274491603]}"
00000000000000004953,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS TERPADU BOJONGNANGKA TASIKMALAYA,20253324,"{""type"":""Point"",""coordinates"":[108.25170115655789,-7.324702213533392]}"
00000000000000004954,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS ARTANITA,20224526,"{""type"":""Point"",""coordinates"":[108.20839882622786,-7.325201632851377]}"
00000000000000004955,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS MITRA BATIK TASIKMALAYA,20224519,"{""type"":""Point"",""coordinates"":[108.20819816668046,-7.308100980311411]}"
00000000000000004956,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK Miftahul Huda Al Husna,69893732,"{""type"":""Point"",""coordinates"":[108.19459790846744,-7.302397790064052]}"
00000000000000004957,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK BINA LESTARI PUI,20253318,"{""type"":""Point"",""coordinates"":[108.21609969374715,-7.310499976678167]}"
00000000000000004958,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK YAYASAN ISLAM TASIKMALAYA,20224593,"{""type"":""Point"",""coordinates"":[108.22479939990245,-7.305701983944656]}"
00000000000000004959,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK NEGERI 3 TASIKMALAYA,20224599,"{""type"":""Point"",""coordinates"":[108.2330977869629,-7.381100923657375]}"
0000000000000000495a,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS PERWARI TASIKMALAYA,20224596,"{""type"":""Point"",""coordinates"":[108.24070055425902,-7.327698729441305]}"
0000000000000000495b,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK Plus Nurul Arif Salam,69830087,"{""type"":""Point"",""coordinates"":[108.20221405306673,-7.345142732762389]}"
0000000000000000495c,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK Negeri 2 Tasikmalaya,20224600,"{""type"":""Point"",""coordinates"":[108.22949929241277,-7.35799832109947]}"
0000000000000000495d,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK Kesehatan Hidayah Medika,69947865,"{""type"":""Point"",""coordinates"":[108.22160222444711,-7.316898786689861]}"
0000000000000000495e,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK Negeri 1 Tasikmalaya,20224614,"{""type"":""Point"",""coordinates"":[108.21700043215998,-7.307802220540831]}"
0000000000000000495f,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK KEHUTANAN SOBAT BUMI,69862452,"{""type"":""Point"",""coordinates"":[108.20213378924777,-7.4143747357181855]}"
00000000000000004960,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK Seni Budaya,69947166,"{""type"":""Point"",""coordinates"":[108.15990164317058,-7.341798406972304]}"
00000000000000004961,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS MANAAROTUL UMMAH TASIKMALAYA,20253320,"{""type"":""Point"",""coordinates"":[108.19840152166604,-7.368499504080338]}"
00000000000000004962,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMKS AL MARUFI,20268762,"{""type"":""Point"",""coordinates"":[108.19040189437617,-7.379598206602364]}"
00000000000000004963,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK DUTA PRATAMA INDONESIA,69840939,"{""type"":""Point"",""coordinates"":[108.15439911247063,-7.334802077419448]}"
00000000000000004964,Kota Tasikmalaya,Prov. Jawa Barat,SMK,Benar,SMK MANANGGA PRATAMA TASIKMALAYA,20224520,"{""type"":""Point"",""coordinates"":[108.2144007762458,-7.316399367371874]}"
00000000000000004965,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS PANCA BHAKTI RAKIT,20362369,"{""type"":""Point"",""coordinates"":[109.54450157037712,-7.427600429442707]}"
00000000000000004966,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKN 1 WANAYASA,20350566,"{""type"":""Point"",""coordinates"":[109.75139940015596,-7.24719857812345]}"
00000000000000004967,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS MAARIF 01 KARANGKOBAR,20350561,"{""type"":""Point"",""coordinates"":[109.74190151491213,-7.26890102295057]}"
00000000000000004968,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMP-SMK NEGERI SATU ATAP PANDANARUM,69900360,"{""type"":""Point"",""coordinates"":[109.61850035235905,-7.2375000333322035]}"
00000000000000004969,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS AL FATAH BANJARNEGARA,20303947,"{""type"":""Point"",""coordinates"":[109.71059862551692,-7.394901841417791]}"
0000000000000000496a,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKN 1 PEJAWARAN,69774957,"{""type"":""Point"",""coordinates"":[109.8044002752772,-7.242298026065713]}"
0000000000000000496b,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS DARUNNAJAH BANJARMANGU,20340817,"{""type"":""Point"",""coordinates"":[109.68949815933203,-7.359197819282849]}"
0000000000000000496c,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMK NEGERI 1 PAGENTAN,70039733,"{""type"":""Point"",""coordinates"":[109.80139930026824,-7.315400528735901]}"
0000000000000000496d,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKN 1 MANDIRAJA,69762663,"{""type"":""Point"",""coordinates"":[109.48190025068779,-7.478099748872981]}"
0000000000000000496e,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS COKROAMINOTO 1 BANJARNEGARA,20303948,"{""type"":""Point"",""coordinates"":[109.6985991845821,-7.396899518689732]}"
0000000000000000496f,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMK KESEHATAN BHAKTI HUSADA,69845929,"{""type"":""Point"",""coordinates"":[109.42910003511393,-7.4626980138343795]}"
00000000000000004970,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMK NEGERI 1 SUSUKAN,69900364,"{""type"":""Point"",""coordinates"":[109.37469900226189,-7.50200053051945]}"
00000000000000004971,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS COKROAMINOTO 2 BANJARNEGARA,20303949,"{""type"":""Point"",""coordinates"":[109.67799813771518,-7.39949917460389]}"
00000000000000004972,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS TAMANSISWA BANJARNEGARA,20303941,"{""type"":""Point"",""coordinates"":[109.69629828843851,-7.397898357325704]}"
00000000000000004973,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMK Muhammadiyah Karangkobar,70010536,"{""type"":""Point"",""coordinates"":[109.73049959351845,-7.268999123173745]}"
00000000000000004974,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKN 2 BAWANG,20303937,"{""type"":""Point"",""coordinates"":[109.62710195829115,-7.399298515056487]}"
00000000000000004975,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS PANCA BHAKTI BANJARNEGARA,20303936,"{""type"":""Point"",""coordinates"":[109.72550094123756,-7.3921015259562255]}"
00000000000000004976,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS MIFTAHUSSHOLIHIN SIGALUH,20340806,"{""type"":""Point"",""coordinates"":[109.76479899882156,-7.394701181870383]}"
00000000000000004977,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKN 1 BAWANG,20303942,"{""type"":""Point"",""coordinates"":[109.65340173630439,-7.398598436191096]}"
00000000000000004978,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS COKROAMINOTO WANADADI,20350560,"{""type"":""Point"",""coordinates"":[109.62720005851433,-7.366301167260987]}"
00000000000000004979,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS MUHAMMADIYAH BANJARNEGARA,20303943,"{""type"":""Point"",""coordinates"":[109.68409818795631,-7.398901655062731]}"
0000000000000000497a,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMK MAARIF NU 01 AL MUBAROK,69900169,"{""type"":""Point"",""coordinates"":[109.70189891936165,-7.2426012449373465]}"
0000000000000000497b,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS HKTI 1 PURWAREJA KLAMPOK,20303961,"{""type"":""Point"",""coordinates"":[109.42980011397933,-7.470702100225318]}"
0000000000000000497c,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS HKTI 2 PURWAREJA KLAMPOK,20303938,"{""type"":""Point"",""coordinates"":[109.42970201375616,-7.471000859995898]}"
0000000000000000497d,Kab. Banjarnegara,Prov. Jawa Tengah,SMK,Benar,SMKS BINA MANDIRI PURWAREJA KLAMPOK,20362362,"{""type"":""Point"",""coordinates"":[109.47119840815952,-7.451300551541771]}"
